#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
139978	854369	856891	34592	36897	YOR194C	YER148W	TOA1	SPT15	-	TBP1|BTF1	Co-crystal Structure	physical	Wang  SM (2001)	11223526	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
139979	854369	856201	34592	36257	YOR194C	YPR086W	TOA1	SUA7	-	SOH4	Co-crystal Structure	physical	Wang  SM (2001)	11223526	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
139980	854369	853807	34592	34075	YOR194C	YKL058W	TOA1	TOA2	-	-	Co-crystal Structure	physical	Wang  SM (2001)	11223526	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
139981	853807	856891	34075	36897	YKL058W	YER148W	TOA2	SPT15	-	TBP1|BTF1	Co-crystal Structure	physical	Wang  SM (2001)	11223526	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
139982	853807	856201	34075	36257	YKL058W	YPR086W	TOA2	SUA7	-	SOH4	Co-crystal Structure	physical	Wang  SM (2001)	11223526	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
139983	856087	852122	36157	32561	YPL020C	YDR510W	ULP1	SMT3	NIB1	-	Co-crystal Structure	physical	Mossessova E (2000)	10882122	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
139984	851363	854659	31876	34845	YDL235C	YIL147C	YPD1	SLN1	-	YPD2	Co-crystal Structure	physical	Xu Q (2003)	14656441	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
139985	851363	850692	31876	31279	YDL235C	YLR006C	YPD1	SSK1	-	-	Co-crystal Structure	physical	Chooback L (2003)	12777814	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
143600	855873	855873	35957	35957	YPL228W	YPL228W	CET1	CET1	CES5	CES5	Co-crystal Structure	physical	Lima CD (1999)	10589681	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
143607	854439	854439	34654	34654	YOR265W	YOR265W	RBL2	RBL2	-	-	Co-crystal Structure	physical	Cowan NJ (1999)	10542082	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
143799	856201	851415	36257	31921	YPR086W	YDL140C	SUA7	RPO21	SOH4	SUA8|RPB220|RPB1	Co-crystal Structure	physical	Bushnell DA (2004)	14963322	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
143802	854369	856891	34592	36897	YOR194C	YER148W	TOA1	SPT15	-	TBP1|BTF1	Co-crystal Structure	physical	Bleichenbacher M (2003)	12972251	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
143950	856891	854369	36897	34592	YER148W	YOR194C	SPT15	TOA1	TBP1|BTF1	-	Co-crystal Structure	physical	Geiger JH (1996)	8629014	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
143951	856891	853807	36897	34075	YER148W	YKL058W	SPT15	TOA2	TBP1|BTF1	-	Co-crystal Structure	physical	Geiger JH (1996)	8629014	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
143952	856891	854369	36897	34592	YER148W	YOR194C	SPT15	TOA1	TBP1|BTF1	-	Co-crystal Structure	physical	Tan S (1996)	8610010	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
143953	856891	853807	36897	34075	YER148W	YKL058W	SPT15	TOA2	TBP1|BTF1	-	Co-crystal Structure	physical	Tan S (1996)	8610010	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144085	851928	850539	32385	31138	YDR328C	YFL009W	SKP1	CDC4	MGO1	-	Co-crystal Structure	physical	Orlicky S (2003)	12553912	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144094	850459	850406	31069	31022	YCR097W	YCR039C	HMRA1	MATALPHA2	YCR097WB	ALPHA2	Co-crystal Structure	physical	Li T (1998)	9838003	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144095	850459	850406	31069	31022	YCR097W	YCR039C	HMRA1	MATALPHA2	YCR097WB	ALPHA2	Co-crystal Structure	physical	Li T (1995)	7777491	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144096	850459	850406	31069	31022	YCR097W	YCR039C	HMRA1	MATALPHA2	YCR097WB	ALPHA2	Co-crystal Structure	physical	Li T (1995)	7569974	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144248	855828	855828	35915	35915	YPL248C	YPL248C	GAL4	GAL4	GAL81	GAL81	Co-crystal Structure	physical	Marmorstein R (1992)	1557122	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144673	856323	856323	36365	36365	YPR193C	YPR193C	HPA2	HPA2	-	-	Co-crystal Structure	physical	Angus-Hill ML (1999)	10600387	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144797	852203	855661	32627	35759	YBL075C	YNL064C	SSA3	YDJ1	YG106	MAS5|HSP40	Co-crystal Structure	physical	Qian X (2001)	11320326	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144799	853568	855054	33860	35210	YJR104C	YMR038C	SOD1	CCS1	CRS4	LYS7	Co-crystal Structure	physical	Lamb AL (2001)	11524675	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
145066	853301	852013	33617	32464	YJL140W	YDR404C	RPB4	RPB7	CTF15	-	Co-crystal Structure	physical	Bushnell DA (2003)	12746498	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
145067	853301	852013	33617	32464	YJL140W	YDR404C	RPB4	RPB7	CTF15	-	Co-crystal Structure	physical	Armache KJ (2003)	12746495	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
145068	853301	852013	33617	32464	YJL140W	YDR404C	RPB4	RPB7	CTF15	-	Co-crystal Structure	physical	Armache KJ (2005)	15591044	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
145151	855844	852892	35930	33253	YPL232W	YGR009C	SSO1	SEC9	-	HSS7	Co-crystal Structure	physical	Fiebig KM (1999)	10048921	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
145152	852892	851203	33253	31736	YGR009C	YAL030W	SEC9	SNC1	HSS7	-	Co-crystal Structure	physical	Fiebig KM (1999)	10048921	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
145153	855844	851203	35930	31736	YPL232W	YAL030W	SSO1	SNC1	-	-	Co-crystal Structure	physical	Fiebig KM (1999)	10048921	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
145376	850888	851831	31461	32295	YLR191W	YDR244W	PEX13	PEX5	PAS20	PAS10	Co-crystal Structure	physical	Douangamath A (2002)	12453410	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
145377	850888	852724	31461	33101	YLR191W	YGL153W	PEX13	PEX14	PAS20	-	Co-crystal Structure	physical	Douangamath A (2002)	12453410	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
145876	852772	854504	33144	34711	YGL106W	YOR326W	MLC1	MYO2	-	CDC66	Co-crystal Structure	physical	Terrak M (2002)	12351846	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
145877	852772	854504	33144	34711	YGL106W	YOR326W	MLC1	MYO2	-	CDC66	Co-crystal Structure	physical	Terrak M (2003)	12554638	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
145951	851260	856195	31787	36251	YAL003W	YPR080W	EFB1	TEF1	TEF5	-	Co-crystal Structure	physical	Pedersen L (2001)	11134944	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
145952	851260	852415	31787	32820	YAL003W	YBR118W	EFB1	TEF2	TEF5	-	Co-crystal Structure	physical	Pedersen L (2001)	11134944	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
146717	853427	853427	33733	33733	YJL026W	YJL026W	RNR2	RNR2	CRT6	CRT6	Co-crystal Structure	physical	Sommerhalter M (2004)	15196016	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
146718	853091	853091	33432	33432	YGR180C	YGR180C	RNR4	RNR4	CRT3|PSO3	CRT3|PSO3	Co-crystal Structure	physical	Sommerhalter M (2004)	15196016	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
146755	856234	856234	36285	36285	YPR118W	YPR118W	MRI1	MRI1	-	-	Co-crystal Structure	physical	Bumann M (2004)	15215245	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
146998	855060	850406	35216	31022	YMR043W	YCR039C	MCM1	MATALPHA2	FUN80	ALPHA2	Co-crystal Structure	physical	Tan S (1998)	9490409	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
147300	856105	851135	36175	31675	YPL002C	YLR417W	SNF8	VPS36	VPL14|VPS22	GRD12|VAC3|VPL11	Co-crystal Structure	physical	Teo H (2004)	15469844	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
147301	853566	856105	33858	36175	YJR102C	YPL002C	VPS25	SNF8	VPT25|VPL12	VPL14|VPS22	Co-crystal Structure	physical	Teo H (2004)	15469844	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
147302	853566	851135	33858	31675	YJR102C	YLR417W	VPS25	VPS36	VPT25|VPL12	GRD12|VAC3|VPL11	Co-crystal Structure	physical	Teo H (2004)	15469844	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
147763	852612	855532	33001	35644	YGL238W	YNL189W	CSE1	SRP1	KAP109	KAP60|SCM1	Co-crystal Structure	physical	Matsuura Y (2004)	15602554	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
147764	852793	851666	33163	32149	YGL087C	YDR092W	MMS2	UBC13	-	-	Co-crystal Structure	physical	VanDemark AP (2001)	11440714	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149195	852451	851415	32853	31921	YBR154C	YDL140C	RPB5	RPO21	-	SUA8|RPB220|RPB1	Co-crystal Structure	physical	Cramer P (2000)	10784442	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149196	852810	851415	33178	31921	YGL070C	YDL140C	RPB9	RPO21	SSU73	SUA8|RPB220|RPB1	Co-crystal Structure	physical	Cramer P (2000)	10784442	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149197	854322	854385	34547	34605	YOR151C	YOR210W	RPB2	RPB10	SIT2|SOH2|RPO22|RPB150	-	Co-crystal Structure	physical	Cramer P (2000)	10784442	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149198	854791	854157	34967	34399	YIL021W	YOL005C	RPB3	RPB11	-	-	Co-crystal Structure	physical	Cramer P (2000)	10784442	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149199	854322	851415	34547	31921	YOR151C	YDL140C	RPB2	RPO21	SIT2|SOH2|RPO22|RPB150	SUA8|RPB220|RPB1	Co-crystal Structure	physical	Cramer P (2000)	10784442	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149200	854322	856317	34547	36359	YOR151C	YPR187W	RPB2	RPO26	SIT2|SOH2|RPO22|RPB150	RPB6	Co-crystal Structure	physical	Cramer P (2000)	10784442	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149201	851415	856317	31921	36359	YDL140C	YPR187W	RPO21	RPO26	SUA8|RPB220|RPB1	RPB6	Co-crystal Structure	physical	Cramer P (2000)	10784442	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149202	851415	854399	31921	34618	YDL140C	YOR224C	RPO21	RPB8	SUA8|RPB220|RPB1	-	Co-crystal Structure	physical	Cramer P (2000)	10784442	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149203	851415	854157	31921	34399	YDL140C	YOL005C	RPO21	RPB11	SUA8|RPB220|RPB1	-	Co-crystal Structure	physical	Cramer P (2000)	10784442	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149204	854322	852810	34547	33178	YOR151C	YGL070C	RPB2	RPB9	SIT2|SOH2|RPO22|RPB150	SSU73	Co-crystal Structure	physical	Cramer P (2000)	10784442	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149205	854322	854791	34547	34967	YOR151C	YIL021W	RPB2	RPB3	SIT2|SOH2|RPO22|RPB150	-	Co-crystal Structure	physical	Cramer P (2000)	10784442	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149206	854791	856547	34967	36577	YIL021W	YHR143W-A	RPB3	RPC10	-	RPB12	Co-crystal Structure	physical	Cramer P (2000)	10784442	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149327	855060	850292	35216	30922	YMR043W	YCL067C	MCM1	HMLALPHA2	FUN80	ALPHA2	Co-crystal Structure	physical	Tan S (1998)	9490409	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149384	850594	850594	31191	31191	YFR034C	YFR034C	PHO4	PHO4	-	-	Co-crystal Structure	physical	Shimizu T (1997)	9303313	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149475	850293	850292	30923	30922	YCL066W	YCL067C	HMLALPHA1	HMLALPHA2	ALPHA1	ALPHA2	Co-crystal Structure	physical	Li T (1995)	7569974	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149476	850292	850459	30922	31069	YCL067C	YCR097W	HMLALPHA2	HMRA1	ALPHA2	YCR097WB	Co-crystal Structure	physical	Li T (1995)	7569974	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150167	855319	850620	35455	31215	YMR276W	YLL039C	DSK2	UBI4	-	SCD2|UB14	Co-crystal Structure	physical	Ohno A (2005)	15837191	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150177	856009	856674	36085	36692	YPL096W	YEL037C	PNG1	RAD23	-	-	Co-crystal Structure	physical	Lee JH (2005)	15964983	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150614	853976	854937	34232	35101	YKR101W	YML065W	SIR1	ORC1	-	-	Co-crystal Structure	physical	Hou Z (2005)	15932939	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150691	851061	854265	31610	34496	YLR347C	YOR098C	KAP95	NUP1	RSL1	-	Co-crystal Structure	physical	Liu SM (2005)	15878174	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150863	852772	854504	33144	34711	YGL106W	YOR326W	MLC1	MYO2	-	CDC66	Co-crystal Structure	physical	Terrak M (2005)	16120677	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152125	855661	855661	35759	35759	YNL064C	YNL064C	YDJ1	YDJ1	MAS5|HSP40	MAS5|HSP40	Co-crystal Structure	physical	Wu Y (2005)	15701512	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152203	851415	854322	31921	34547	YDL140C	YOR151C	RPO21	RPB2	SUA8|RPB220|RPB1	SIT2|SOH2|RPO22|RPB150	Co-crystal Structure	physical	Kettenberger H (2004)	15610738	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152204	851415	854791	31921	34967	YDL140C	YIL021W	RPO21	RPB3	SUA8|RPB220|RPB1	-	Co-crystal Structure	physical	Kettenberger H (2004)	15610738	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152205	851415	853301	31921	33617	YDL140C	YJL140W	RPO21	RPB4	SUA8|RPB220|RPB1	CTF15	Co-crystal Structure	physical	Kettenberger H (2004)	15610738	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152206	851415	852451	31921	32853	YDL140C	YBR154C	RPO21	RPB5	SUA8|RPB220|RPB1	-	Co-crystal Structure	physical	Kettenberger H (2004)	15610738	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152207	851415	856317	31921	36359	YDL140C	YPR187W	RPO21	RPO26	SUA8|RPB220|RPB1	RPB6	Co-crystal Structure	physical	Kettenberger H (2004)	15610738	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152208	851415	852013	31921	32464	YDL140C	YDR404C	RPO21	RPB7	SUA8|RPB220|RPB1	-	Co-crystal Structure	physical	Kettenberger H (2004)	15610738	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152209	851415	854399	31921	34618	YDL140C	YOR224C	RPO21	RPB8	SUA8|RPB220|RPB1	-	Co-crystal Structure	physical	Kettenberger H (2004)	15610738	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152210	851415	852810	31921	33178	YDL140C	YGL070C	RPO21	RPB9	SUA8|RPB220|RPB1	SSU73	Co-crystal Structure	physical	Kettenberger H (2004)	15610738	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152211	851415	854385	31921	34605	YDL140C	YOR210W	RPO21	RPB10	SUA8|RPB220|RPB1	-	Co-crystal Structure	physical	Kettenberger H (2004)	15610738	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152212	851415	854157	31921	34399	YDL140C	YOL005C	RPO21	RPB11	SUA8|RPB220|RPB1	-	Co-crystal Structure	physical	Kettenberger H (2004)	15610738	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
152213	851415	856547	31921	36577	YDL140C	YHR143W-A	RPO21	RPC10	SUA8|RPB220|RPB1	RPB12	Co-crystal Structure	physical	Kettenberger H (2004)	15610738	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
195082	852265	853283	32682	33603	YBL016W	YJL157C	FUS3	FAR1	DAC2	-	Co-crystal Structure	physical	Remenyi A (2005)	16364919	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
195913	852265	851680	32682	32160	YBL016W	YDR103W	FUS3	STE5	DAC2	NUL3|HMD3	Co-crystal Structure	physical	Bhattacharyya RP (2006)	16424299	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
196531	855836	853743	35923	34018	YPL240C	YKL117W	HSP82	SBA1	HSP90	-	Co-crystal Structure	physical	Ali MM (2006)	16625188	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
202089	853772	850620	34043	31215	YKL090W	YLL039C	CUE2	UBI4	-	SCD2|UB14	Co-crystal Structure	physical	Kang RS (2003)	12787503	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
202090	853649	855934	33936	36014	YKL186C	YPL169C	MTR2	MEX67	-	-	Co-crystal Structure	physical	Fribourg S (2003)	12835756	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
202147	850620	855739	31215	35831	YLL039C	YNR006W	UBI4	VPS27	SCD2|UB14	GRD11|VPL23|VPT27|SSV17|DID7	Co-crystal Structure	physical	Swanson KA (2003)	12970172	559292	559292	Low Throughput	-	-	-	Co-NMR structure.	-	BioGRID
202226	855492	855492	35609	35609	YNL229C	YNL229C	URE2	URE2	-	-	Co-crystal Structure	physical	Jiang Y (2004)	14610069	559292	559292	Low Throughput	-	-	-	Both dimers and fibrils of Ure2p were detected by AFM.	-	BioGRID
202603	855459	856305	35577	36348	YNL262W	YPR175W	POL2	DPB2	DUN2	-	Co-crystal Structure	physical	Asturias FJ (2006)	16369485	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
202629	852790	854166	33161	34408	YGL090W	YOR005C	LIF1	DNL4	-	LIG4	Co-crystal Structure	physical	Dore AS (2006)	16388993	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
202863	852233	850620	32650	31215	YBL047C	YLL039C	EDE1	UBI4	BUD15	SCD2|UB14	Co-crystal Structure	physical	Swanson KA (2006)	16563434	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
202893	856040	850349	36114	30973	YPL065W	YCL008C	VPS28	STP22	VPL13|VPT28	VPS23|VPL15	Co-crystal Structure	physical	Kostelansky MS (2006)	16615894	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
202895	850810	850349	31391	30973	YLR119W	YCL008C	SRN2	STP22	VPS37|VPL16|SRN10	VPS23|VPL15	Co-crystal Structure	physical	Kostelansky MS (2006)	16615894	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
202896	850810	856040	31391	36114	YLR119W	YPL065W	SRN2	VPS28	VPS37|VPL16|SRN10	VPL13|VPT28	Co-crystal Structure	physical	Kostelansky MS (2006)	16615894	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203242	854262	854262	34493	34493	YOR095C	YOR095C	RKI1	RKI1	-	-	Co-crystal Structure	physical	Graille M (2005)	16054529	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203730	853985	851903	34241	32361	YOL135C	YDR308C	MED7	SRB7	-	MED21	Co-crystal Structure	physical	Baumli S (2005)	15710619	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203789	851437	854347	31943	34570	YDL120W	YOR176W	YFH1	HEM15	-	-	Co-crystal Structure	physical	He Y (2004)	15610019	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203998	855450	855450	35569	35569	YNL271C	YNL271C	BNI1	BNI1	SHE5|PPF3	SHE5|PPF3	Co-crystal Structure	physical	Xu Y (2004)	15006353	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
204508	855954	855194	36034	35336	YPL149W	YMR159C	ATG5	ATG16	APG5	APG15|CVT11|SAP18|APG16	Co-crystal Structure	physical	Matsushita M (2006)	17012802	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
204835	852773	853181	33145	33515	YGL105W	YGR264C	ARC1	MES1	-	-	Co-crystal Structure	physical	Simader H (2006)	16914447	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
204836	852773	852606	33145	32995	YGL105W	YGL245W	ARC1	GUS1	-	GSN1	Co-crystal Structure	physical	Simader H (2006)	16914447	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
204957	854700	854700	34885	34885	YIL106W	YIL106W	MOB1	MOB1	-	-	Co-crystal Structure	physical	Mrkobrada S (2006)	16934835	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
205346	856801	853427	36813	33733	YER070W	YJL026W	RNR1	RNR2	CRT7|RIR1|SDS12	CRT6	Co-crystal Structure	physical	Xu H (2006)	16537480	559292	559292	Low Throughput	-	-	-	Crystal structure of Rnr1 with Rnr2-derived peptide	-	BioGRID
205347	856801	853091	36813	33432	YER070W	YGR180C	RNR1	RNR4	CRT7|RIR1|SDS12	CRT3|PSO3	Co-crystal Structure	physical	Xu H (2006)	16537480	559292	559292	Low Throughput	-	-	-	Crystal structure of Rnr1 with Rnr4-derived peptide	-	BioGRID
206017	852079	853890	32521	34152	YDR468C	YKR020W	TLG1	VPS51	-	VPS67|WHI6|API3	Co-crystal Structure	physical	Fridmann-Sirkis Y (2006)	16420526	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
213231	853359	853359	33671	33671	YJL085W	YJL085W	EXO70	EXO70	-	-	Co-crystal Structure	physical	Hamburger ZA (2006)	16359701	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
213356	853942	854282	34199	34511	YKR068C	YOR115C	BET3	TRS33	-	-	Co-crystal Structure	physical	Kim MS (2005)	16262728	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
213359	854937	853976	35101	34232	YML065W	YKR101W	ORC1	SIR1	-	-	Co-crystal Structure	physical	Hsu HC (2005)	15937111	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
213360	855144	856738	35293	36751	YMR117C	YER018C	SPC24	SPC25	-	-	Co-crystal Structure	physical	Wei RR (2006)	16765893	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
238120	855449	850543	35568	31141	YNL272C	YFL005W	SEC2	SEC4	-	SRO6	Co-crystal Structure	physical	Dong G (2007)	17289591	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
238411	855739	856387	35831	36423	YNR006W	YHL002W	VPS27	HSE1	GRD11|VPL23|VPT27|SSV17|DID7	-	Co-crystal Structure	physical	Prag G (2007)	17543868	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
238503	853327	399088	33639	100414	YJL115W	-	ASF1	hist1h3g	CIA1	hist2h3c|Hist1h3f|h3	Co-crystal Structure	physical	English CM (2006)	17081973	559292	8355	Low Throughput	-	-	-	-	-	BioGRID
238511	853327	852295	33639	32711	YJL115W	YBR010W	ASF1	HHT1	CIA1	SIN2|BUR5	Co-crystal Structure	physical	Antczak AJ (2006)	17166288	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
