#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
145363	851441	852703	31946	33081	YDL116W	YGL172W	NUP84	NUP49	-	NSP49	FRET	physical	Damelin M (2002)	12496130	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
145364	851320	852788	31839	33159	YDL207W	YGL092W	GLE1	NUP145	RSS1|BRR3	RAT10	FRET	physical	Damelin M (2002)	12496130	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
146178	850505	856306	31108	36349	YFL038C	YPR176C	YPT1	BET2	-	-	FRET	physical	Dursina B (2002)	12022885	559292	559292	Low Throughput	-	-	-	FRET between Ypt1-Mrs6 complex and Rab GGTase (Bet2+Bet4)	-	BioGRID
146179	854552	856306	34753	36349	YOR370C	YPR176C	MRS6	BET2	MSI4	-	FRET	physical	Dursina B (2002)	12022885	559292	559292	Low Throughput	-	-	-	FRET between Ypt1-Mrs6 complex and Rab GGTase (Bet2+Bet4)	-	BioGRID
146180	854552	853421	34753	33728	YOR370C	YJL031C	MRS6	BET4	MSI4	-	FRET	physical	Dursina B (2002)	12022885	559292	559292	Low Throughput	-	-	-	FRET between Ypt1-Mrs6 complex and Rab GGTase (Bet2+Bet4)	-	BioGRID
147170	850518	850518	31120	31120	YFL026W	YFL026W	STE2	STE2	-	-	FRET	physical	Raicu V (2005)	15352875	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149826	854813	856311	34988	36353	YIL004C	YPR181C	BET1	SEC23	SLY12	-	FRET	physical	Sato K (2005)	15665868	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149827	854813	854697	34988	34882	YIL004C	YIL109C	BET1	SEC24	SLY12	ANU1	FRET	physical	Sato K (2005)	15665868	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149828	850973	854697	31536	34882	YLR268W	YIL109C	SEC22	SEC24	TSL26|SLY2	ANU1	FRET	physical	Sato K (2005)	15665868	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149829	850973	856311	31536	36353	YLR268W	YPR181C	SEC22	SEC23	TSL26|SLY2	-	FRET	physical	Sato K (2005)	15665868	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150206	851957	855496	32412	35611	YDR356W	YNL225C	SPC110	CNM67	NUF1|XCM1	-	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150207	853824	851957	34090	32412	YKL042W	YDR356W	SPC42	SPC110	-	NUF1|XCM1	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150208	853824	852406	34090	32813	YKL042W	YBR109C	SPC42	CMD1	-	-	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150209	852406	853824	32813	34090	YBR109C	YKL042W	CMD1	SPC42	-	-	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150210	853824	855496	34090	35611	YKL042W	YNL225C	SPC42	CNM67	-	-	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150211	853824	855979	34090	36057	YKL042W	YPL124W	SPC42	SPC29	-	LPH3|NIP29	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150212	855979	853824	36057	34090	YPL124W	YKL042W	SPC29	SPC42	LPH3|NIP29	-	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150213	853824	853824	34090	34090	YKL042W	YKL042W	SPC42	SPC42	-	-	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150214	855496	852406	35611	32813	YNL225C	YBR109C	CNM67	CMD1	-	-	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150215	855496	855979	35611	36057	YNL225C	YPL124W	CNM67	SPC29	-	LPH3|NIP29	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150216	855979	855496	36057	35611	YPL124W	YNL225C	SPC29	CNM67	LPH3|NIP29	-	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150217	855979	851957	36057	32412	YPL124W	YDR356W	SPC29	SPC110	LPH3|NIP29	NUF1|XCM1	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150218	855979	852406	36057	32813	YPL124W	YBR109C	SPC29	CMD1	LPH3|NIP29	-	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
150219	852406	851957	32813	32412	YBR109C	YDR356W	CMD1	SPC110	-	NUF1|XCM1	FRET	physical	Muller EG (2005)	15872084	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203039	855356	850552	35488	31150	YMR308C	YFR002W	PSE1	NIC96	KAP121	-	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203040	855356	855066	35488	35221	YMR308C	YMR047C	PSE1	NUP116	KAP121	NSP116	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203041	855356	854265	35488	34496	YMR308C	YOR098C	PSE1	NUP1	KAP121	-	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203042	855356	851048	35488	31599	YMR308C	YLR335W	PSE1	NUP2	KAP121	-	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203043	855356	853957	35488	34213	YMR308C	YKR082W	PSE1	NUP133	KAP121	RAT3	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203044	855356	852788	35488	33159	YMR308C	YGL092W	PSE1	NUP145	KAP121	RAT10	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203045	855356	854868	35488	35040	YMR308C	YML103C	PSE1	NUP188	KAP121	-	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203046	855356	855184	35488	35328	YMR308C	YMR153W	PSE1	NUP53	KAP121	-	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203048	851935	850552	32392	31150	YDR335W	YFR002W	MSN5	NIC96	KAP142|STE21	-	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203049	851935	855066	32392	35221	YDR335W	YMR047C	MSN5	NUP116	KAP142|STE21	NSP116	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203050	851935	854265	32392	34496	YDR335W	YOR098C	MSN5	NUP1	KAP142|STE21	-	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203051	851935	851048	32392	31599	YDR335W	YLR335W	MSN5	NUP2	KAP142|STE21	-	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203052	851935	853957	32392	34213	YDR335W	YKR082W	MSN5	NUP133	KAP142|STE21	RAT3	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203053	851935	852788	32392	33159	YDR335W	YGL092W	MSN5	NUP145	KAP142|STE21	RAT10	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203054	851935	854868	32392	35040	YDR335W	YML103C	MSN5	NUP188	KAP142|STE21	-	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203055	851935	853385	32392	33693	YDR335W	YJL061W	MSN5	NUP82	KAP142|STE21	HRB187	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203056	851935	851441	32392	31946	YDR335W	YDL116W	MSN5	NUP84	KAP142|STE21	-	FRET	physical	Damelin M (2000)	10678175	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
203465	26574	4137	117743	110308	HSPC277	-	AATF	MAPT	CHE1|DED|CHE-1	MAPTL|DDPAC|FTDP-17|MTBT1|PPND|MSTD|TAU|MTBT2	FRET	physical	Barbato C (2003)	14697667	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
203838	855602	855602	35706	35706	YNL121C	YNL121C	TOM70	TOM70	MAS70|MOM72|OMP1	MAS70|MOM72|OMP1	FRET	physical	Dye BT (2005)	15651008	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
239500	23111	7846	116734	113603	-	-	SPG20	TUBA1A	TAHCCP1|SPARTIN	TUBA3|LIS3|B-ALPHA-1	FRET	physical	Lu J (2006)	16945107	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
239719	850930	851420	31499	31926	YLR229C	YDL135C	CDC42	RDI1	-	-	FRET	physical	Cole KC (2007)	17220465	559292	559292	Low Throughput	-	-	-	Bimolecular Fluorescence interaction	-	BioGRID
239783	850540	853371	31139	33681	YFL008W	YJL074C	SMC1	SMC3	CHL10	-	FRET	physical	Mc Intyre J (2007)	17660750	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
239784	851561	853371	32051	33681	YDL003W	YJL074C	MCD1	SMC3	SCC1|PDS3|RHC21	-	FRET	physical	Mc Intyre J (2007)	17660750	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
239785	851561	850540	32051	31139	YDL003W	YFL008W	MCD1	SMC1	SCC1|PDS3|RHC21	CHL10	FRET	physical	Mc Intyre J (2007)	17660750	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
239786	854786	851561	34963	32051	YIL026C	YDL003W	IRR1	MCD1	SCC3	SCC1|PDS3|RHC21	FRET	physical	Mc Intyre J (2007)	17660750	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
239787	854786	850540	34963	31139	YIL026C	YFL008W	IRR1	SMC1	SCC3	CHL10	FRET	physical	Mc Intyre J (2007)	17660750	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
239788	854786	853371	34963	33681	YIL026C	YJL074C	IRR1	SMC3	SCC3	-	FRET	physical	Mc Intyre J (2007)	17660750	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
239793	855099	850540	35251	31139	YMR076C	YFL008W	PDS5	SMC1	-	CHL10	FRET	physical	Mc Intyre J (2007)	17660750	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
239794	855099	851561	35251	32051	YMR076C	YDL003W	PDS5	MCD1	-	SCC1|PDS3|RHC21	FRET	physical	Mc Intyre J (2007)	17660750	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
241359	55743	5371	120861	111384	-	-	CHFR	PML	RNF196|RNF116	RNF71|TRIM19|PP8675|MYL	FRET	physical	Daniels MJ (2004)	15467728	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
241418	9733	51690	115082	119678	-	-	SART3	LSM7	RP11-13G14|P100|p110|p110(nrb)|DSAP1|TIP110	YNL147W	FRET	physical	Stanek D (2004)	15452143	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
241419	9733	9129	115082	114577	-	-	SART3	PRPF3	RP11-13G14|P100|p110|p110(nrb)|DSAP1|TIP110	Prp3p|PRP3|HPRP3|RP18|HPRP3P	FRET	physical	Stanek D (2004)	15452143	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
241420	9733	9128	115082	114576	-	RP11-110L1.4	SART3	PRPF4	RP11-13G14|P100|p110|p110(nrb)|DSAP1|TIP110	HPRP4P|HPRP4|PRP4|Prp4p	FRET	physical	Stanek D (2004)	15452143	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
244261	580	2130	107056	108431	-	AC002059.7	BARD1	EWSR1	-	EWS|bK984G1.4	FRET	physical	Spahn L (2002)	12183411	9606	9606	Low Throughput	-	-	-	EWS and EWS-FLI1 interact via their common NH2 terminus with the COOH terminus of BARD1	-	BioGRID
244839	672	580	107140	107056	-	-	BRCA1	BARD1	PPP1R53|RNF53|IRIS|BRCC1|PSCP|PNCA4|BRCAI|BROVCA1	-	FRET	physical	Meza JE (1999)	10026184	9606	9606	Low Throughput	-	-	-	Rresidues 1-109 of BRCA1 and residues 26-119 of BARD1form stable structural domains; These domains exist as homodimers and preferentially form a stable heterodimer	-	BioGRID
244844	598	578	107070	107054	RP5-857M17.3	-	BCL2L1	BAK1	Bcl-X|BCLXL|BCL-XL/S|PPP1R52|BCLX|BCL2L|bcl-xL|bcl-xS|BCLXS	BCL2L7|CDN1|BAK-LIKE|BAK	FRET	physical	Whitfield J (2003)	14596824	9606	9606	Low Throughput	-	-	-	Scintillation proximity assay and a time-resolved fluorescence resonance energy transfer assay (HTRF); Bcl-2 homology 3 (BH3) domain; Assays using Bim BH3 peptide resulted in the highest readings (indicating the most binding)	-	BioGRID
244845	598	10018	107070	115335	RP5-857M17.3	-	BCL2L1	BCL2L11	Bcl-X|BCLXL|BCL-XL/S|PPP1R52|BCLX|BCL2L|bcl-xL|bcl-xS|BCLXS	BIM|BIM-beta7|BimL|BimEL|BIM-beta6|BIM-alpha6|BOD|BAM	FRET	physical	Whitfield J (2003)	14596824	9606	9606	Low Throughput	-	-	-	Scintillation proximity assay and a time-resolved fluorescence resonance energy transfer assay (HTRF); Bcl-2 homology 3 (BH3) domain; Assays using Bim BH3 peptide resulted in the highest readings (indicating the most binding)	-	BioGRID
244846	598	8739	107070	114276	RP5-857M17.3	-	BCL2L1	HRK	Bcl-X|BCLXL|BCL-XL/S|PPP1R52|BCLX|BCL2L|bcl-xL|bcl-xS|BCLXS	HARAKIRI|DP5	FRET	physical	Whitfield J (2003)	14596824	9606	9606	Low Throughput	-	-	-	Scintillation proximity assay and a time-resolved fluorescence resonance energy transfer assay (HTRF); Bcl-2 homology 3 (BH3) domain; Assays using Bim BH3 peptide resulted in the highest readings (indicating the most binding)	-	BioGRID
248311	2543554	2540650	279971	277175	SPAC4H3.11c	SPBC244.01c	ppc89	sid4	-	-	FRET	physical	Rosenberg JA (2006)	16775007	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
251250	5306	6342	111323	112246	-	-	PITPNA	SCP2	PITPN|VIB1A|PI-TPalpha	NLTP|NSL-TP|SCPX|SCP-X|SCP-2|SCP-CHI	FRET	physical	Zhou M (2004)	15182174	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
251252	6342	857	112246	107305	-	-	SCP2	CAV1	NLTP|NSL-TP|SCPX|SCP-X|SCP-2|SCP-CHI	MSTP085|VIP21|CGL3|BSCL3	FRET	physical	Zhou M (2004)	15182174	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
251779	5111	7515	111142	113349	-	-	PCNA	XRCC1	-	RCC	FRET	physical	Fan J (2004)	15107487	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
252265	6256	9025	112168	114492	-	-	RXRA	RNF8	NR2B1	-	FRET	physical	Takano Y (2004)	14981089	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
253218	5868	8411	111806	113999	-	-	RAB5A	EEA1	RAB5	ZFYVE2|MSTP105|MST105	FRET	physical	Galperin E (2003)	14600265	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
253700	856241	856241	36292	36292	YPR124W	YPR124W	CTR1	CTR1	-	-	FRET	physical	Sinani D (2007)	17627943	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
255858	10524	4035	115779	110215	-	-	KAT5	LRP1	PLIP|TIP|cPLA2|ESA1|TIP60|HTATIP|HTATIP1	A2MR|LRP|APR|TGFBR5|APOER|CD91|IGFBP3R	FRET	physical	Kinoshita A (2003)	12888553	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
256273	8685	117156	114232	125562	-	UNQ566/PRO1128	MARCO	SCGB3A2	SCARA2	pnSP-1|LU103|PNSP1|UGRP1	FRET	physical	Bin LH (2003)	12847263	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
256274	8685	92304	114232	124931	-	UNQ629/PRO1245	MARCO	SCGB3A1	SCARA2	HIN-1|UGRP2|HIN1|PnSP-2|LU105	FRET	physical	Bin LH (2003)	12847263	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
257903	852265	851076	32682	31623	YBL016W	YLR362W	FUS3	STE11	DAC2	-	FRET	physical	Maeder CI (2007)	17952059	559292	559292	Low Throughput	-	-	-	FCCS (fluorescence cross-correlation spectroscopy)	-	BioGRID
257904	852265	851680	32682	32160	YBL016W	YDR103W	FUS3	STE5	DAC2	NUL3|HMD3	FRET	physical	Maeder CI (2007)	17952059	559292	559292	Low Throughput	-	-	-	FCCS (fluorescence cross-correlation spectroscopy)	-	BioGRID
257905	852265	851396	32682	31905	YBL016W	YDL159W	FUS3	STE7	DAC2	-	FRET	physical	Maeder CI (2007)	17952059	559292	559292	Low Throughput	-	-	-	FCCS (fluorescence cross-correlation spectroscopy)	-	BioGRID
257906	851396	851076	31905	31623	YDL159W	YLR362W	STE7	STE11	-	-	FRET	physical	Maeder CI (2007)	17952059	559292	559292	Low Throughput	-	-	-	FCCS (fluorescence cross-correlation spectroscopy)	-	BioGRID
257907	851396	851680	31905	32160	YDL159W	YDR103W	STE7	STE5	-	NUL3|HMD3	FRET	physical	Maeder CI (2007)	17952059	559292	559292	Low Throughput	-	-	-	FCCS (fluorescence cross-correlation spectroscopy)	-	BioGRID
257908	851076	851680	31623	32160	YLR362W	YDR103W	STE11	STE5	-	NUL3|HMD3	FRET	physical	Maeder CI (2007)	17952059	559292	559292	Low Throughput	-	-	-	FCCS (fluorescence cross-correlation spectroscopy)	-	BioGRID
258280	135	135	106647	106647	-	-	ADORA2A	ADORA2A	ADORA2|RDC8|hA2aR	ADORA2|RDC8|hA2aR	FRET	physical	Kamiya T (2003)	12804599	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
258281	135	1813	106647	108147	-	-	ADORA2A	DRD2	ADORA2|RDC8|hA2aR	D2R|D2DR	FRET	physical	Kamiya T (2003)	12804599	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
258555	3107	3107	109352	109352	XXbac-BCX101P6.2	XXbac-BCX101P6.2	HLA-C	HLA-C	HLA-JY3|PSORS1|D6S204|HLC-C	HLA-JY3|PSORS1|D6S204|HLC-C	FRET	physical	Faure M (2003)	12794140	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
258930	904	5371	107343	111384	-	-	CCNT1	PML	CYCT1|HIVE1|CCNT	RNF71|TRIM19|PP8675|MYL	FRET	physical	Marcello A (2003)	12727882	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
259293	10155	10155	115457	115457	-	-	TRIM28	TRIM28	RNF96|KAP1|TF1B|TIF1B	RNF96|KAP1|TF1B|TIF1B	FRET	physical	Germain-Desprez D (2003)	12684500	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
259294	10155	8805	115457	114333	-	-	TRIM28	TRIM24	RNF96|KAP1|TF1B|TIF1B	PTC6|hTIF1|TIF1ALPHA|RNF82|TIF1A|TF1A|TIF1	FRET	physical	Germain-Desprez D (2003)	12684500	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
259295	8805	8805	114333	114333	-	-	TRIM24	TRIM24	PTC6|hTIF1|TIF1ALPHA|RNF82|TIF1A|TF1A|TIF1	PTC6|hTIF1|TIF1ALPHA|RNF82|TIF1A|TF1A|TIF1	FRET	physical	Germain-Desprez D (2003)	12684500	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
259297	7625	10155	113444	115457	-	-	ZNF74	TRIM28	ZNF520|Zfp520|Cos52	RNF96|KAP1|TF1B|TIF1B	FRET	physical	Germain-Desprez D (2003)	12684500	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
259499	6000	2776	111932	109038	RP11-80B9.3	RP11-494N1.1	RGS7	GNAQ	-	GAQ|G-ALPHA-q	FRET	physical	Witherow DS (2003)	12670932	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
263367	1385	1387	107775	107777	-	-	CREB1	CREBBP	CREB	CBP|RSTS|KAT3A	FRET	physical	Zor T (2002)	12196545	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
265060	831441	818472	16717	3812	At5g15840	At2g38880	CO	NF-YB1	CONSTANS|F14F8.220|F14F8_220|FG	NUCLEAR FACTOR Y SUBUNIT B1|ATHAP3|T7F6_5|HAP3A|T7F6.5|HAP3|SUBUNIT B1|ATNF-YB1|Heme activator protein (yeast) homolog 3A|NUCLEAR FACTOR Y|HEME ACTIVATOR PROTEIN (YEAST) HOMOLOG 3	FRET	physical	Wenkel S (2006)	17138697	3702	3702	Low Throughput	-	-	-	-	-	BioGRID
265061	831441	824019	16717	9337	At5g15840	At3g48590	CO	NF-YC1	CONSTANS|F14F8.220|F14F8_220|FG	ATHAP5A|HAP5A|SUBUNIT C1|NUCLEAR FACTOR Y	FRET	physical	Wenkel S (2006)	17138697	3702	3702	Low Throughput	-	-	-	-	-	BioGRID
268303	816394	839529	1751	24764	At2g18790	At1g04400	PHYB	CRY2	MSF3_17|OUT OF PHASE 1|HY3|PHYTOCHROME B|OOP1|MSF3.17	FHA|ATCRY2|F19P19_14|PHH1|CRYPTOCHROME 2 APOPROTEIN|CRYPTOCHROME 2|F19P19.14|AT-PHH1	FRET	physical	Mas P (2000)	11089975	3702	3702	Low Throughput	-	-	-	-	-	BioGRID
268369	819242	831441	4577	16717	At2g46340	At5g15840	SPA1	CO	SUPPRESSOR OF PHYA-105 1|F11C10.3|AT2G46350	CONSTANS|F14F8.220|F14F8_220|FG	FRET	physical	Laubinger S (2006)	16854975	3702	3702	Low Throughput	-	-	-	-	-	BioGRID
268389	828008	838604	13299	23843	At4g02440	At1g20140	EID1	SK4	EMPFINDLICHER IM DUNKELROTEN LICHT 1|T14P8.22|T14P8_22	T20H2_8|SKP1-like 4|ASK4|T20H2.8	FRET	physical	Marrocco K (2006)	16412087	3702	3702	Low Throughput	-	-	-	-	-	BioGRID
268390	828008	821739	13299	7071	At4g02440	At3g21850	EID1	SK9	EMPFINDLICHER IM DUNKELROTEN LICHT 1|T14P8.22|T14P8_22	ASK9|SKP1-like 9	FRET	physical	Marrocco K (2006)	16412087	3702	3702	Low Throughput	-	-	-	-	-	BioGRID
268391	828008	829569	13299	14851	At4g02440	At4g34210	EID1	SK11	EMPFINDLICHER IM DUNKELROTEN LICHT 1|T14P8.22|T14P8_22	ASK11|SKP1-like 11|F10M10.2	FRET	physical	Marrocco K (2006)	16412087	3702	3702	Low Throughput	-	-	-	-	-	BioGRID
268392	828008	825171	13299	10485	At4g02440	At3g60010	EID1	SK13	EMPFINDLICHER IM DUNKELROTEN LICHT 1|T14P8.22|T14P8_22	T2O9.1|ASK13|SKP1-like 13	FRET	physical	Marrocco K (2006)	16412087	3702	3702	Low Throughput	-	-	-	-	-	BioGRID
268393	828008	814846	13299	248	At4g02440	At2g03170	EID1	SK14	EMPFINDLICHER IM DUNKELROTEN LICHT 1|T14P8.22|T14P8_22	ASK14|SKP1-like 14|T18E12.16|T18E12_16	FRET	physical	Marrocco K (2006)	16412087	3702	3702	Low Throughput	-	-	-	-	-	BioGRID
268394	828008	822152	13299	7483	At4g02440	At3g25650	EID1	SK15	EMPFINDLICHER IM DUNKELROTEN LICHT 1|T14P8.22|T14P8_22	ASK15|SKP1-like 15|T5M7.16	FRET	physical	Marrocco K (2006)	16412087	3702	3702	Low Throughput	-	-	-	-	-	BioGRID
