#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
139996	853434	854431	33739	34647	YJL019W	YOR257W	MPS3	CDC31	NEP98|YJL018W	DSK1	Far Western	physical	Jaspersen SL (2002)	12486115	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
139997	854331	851000	34556	31559	YOR160W	YLR293C	MTR10	GSP1	KAP111	CST17|CNR1	Far Western	physical	Pemberton LF (1997)	9412460	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
139998	856216	850623	36267	31217	YPR101W	YLL036C	SNT309	PRP19	NTC25	PSO4	Far Western	physical	Chen HR (1999)	10318896	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
139999	856216	850623	36267	31217	YPR101W	YLL036C	SNT309	PRP19	NTC25	PSO4	Far Western	physical	Chen HR (1998)	9528791	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
140000	855253	850623	35391	31217	YMR213W	YLL036C	CEF1	PRP19	NTC85	PSO4	Far Western	physical	Tsai WY (1999)	10092627	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
140001	852938	853060	33294	33404	YGR047C	YGR156W	TFC4	PTI1	PCF1	-	Far Western	physical	Skaar DA (2002)	12504017	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
140002	851255	853060	31784	33404	YAL043C	YGR156W	PTA1	PTI1	FUN39	-	Far Western	physical	Skaar DA (2002)	12504017	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
140003	855083	853060	35236	33404	YMR061W	YGR156W	RNA14	PTI1	-	-	Far Western	physical	Skaar DA (2002)	12504017	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
140004	850430	852822	31042	33189	YCR066W	YGL058W	RAD18	RAD6	-	UBC2|PSO8	Far Western	physical	Bailly V (1997)	9234711	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
140005	852822	850430	33189	31042	YGL058W	YCR066W	RAD6	RAD18	UBC2|PSO8	-	Far Western	physical	Bailly V (1997)	9234711	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
140006	854518	851734	34723	32208	YOR340C	YDR156W	RPA43	RPA14	-	-	Far Western	physical	Peyroche G (2002)	12407181	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
140007	856862	851415	36869	31921	YER125W	YDL140C	RSP5	RPO21	UBY1|SMM1|MUT2|NPI1|MDP1	SUA8|RPB220|RPB1	Far Western	physical	Morris DP (2000)	10978320	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
140008	851415	856862	31921	36869	YDL140C	YER125W	RPO21	RSP5	SUA8|RPB220|RPB1	UBY1|SMM1|MUT2|NPI1|MDP1	Far Western	physical	Chang A (2000)	10781604	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
140009	852294	854680	32710	34865	YBR009C	YIL126W	HHF1	STH1	-	NPS1	Far Western	physical	Hsu JM (2003)	12697820	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
140010	852295	854680	32711	34865	YBR010W	YIL126W	HHT1	STH1	SIN2|BUR5	NPS1	Far Western	physical	Hsu JM (2003)	12697820	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
140011	851810	854680	32276	34865	YDR224C	YIL126W	HTB1	STH1	SPT12	NPS1	Far Western	physical	Hsu JM (2003)	12697820	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
144362	854504	852406	34711	32813	YOR326W	YBR109C	MYO2	CMD1	CDC66	-	Far Western	physical	Brockerhoff SE (1994)	8294515	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
146065	856547	852938	36577	33294	YHR143W-A	YGR047C	RPC10	TFC4	RPB12	PCF1	Far Western	physical	Dumay H (1999)	10559229	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
146967	850623	850623	31217	31217	YLL036C	YLL036C	PRP19	PRP19	PSO4	PSO4	Far Western	physical	Tsai WY (1999)	10092627	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
146968	851318	850623	31837	31217	YDL209C	YLL036C	CWC2	PRP19	NTC40	PSO4	Far Western	physical	Tsai WY (1999)	10092627	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
146969	852486	850623	32886	31217	YBR188C	YLL036C	NTC20	PRP19	-	PSO4	Far Western	physical	Tsai WY (1999)	10092627	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148854	855751	853093	35842	33434	YNR017W	YGR181W	TIM23	TIM13	MIM23|MAS6|MPI3	-	Far Western	physical	Curran SP (2002)	12221072	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
148855	855751	853600	35842	33891	YNR017W	YJR135W-A	TIM23	TIM8	MIM23|MAS6|MPI3	-	Far Western	physical	Curran SP (2002)	12221072	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149370	856154	855838	36218	35925	YPR041W	YPL237W	TIF5	SUI3	SUI5	-	Far Western	physical	Das S (1997)	9395514	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149372	853071	854026	33414	34278	YGR162W	YOL139C	TIF4631	CDC33	-	TIF45	Far Western	physical	Tarun SZ (1997)	9372919	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149510	855827	855230	35914	35370	YPL249C	YMR192W	GYP5	GYL1	-	APP2	Far Western	physical	Friesen H (2005)	15802519	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149511	855230	855827	35370	35914	YMR192W	YPL249C	GYL1	GYP5	APP2	-	Far Western	physical	Friesen H (2005)	15802519	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
149512	855827	851996	35914	32449	YPL249C	YDR388W	GYP5	RVS167	-	-	Far Western	physical	Friesen H (2005)	15802519	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
197405	41942	31230	66996	57766	Dmel_CG18740	Dmel_CG7803	mor	z	Dmel\CG18740|dmMOIRA|MOR/BAP155|CG18740|Moira|Swi3D|l(3)89B1|BAP155|MOR|E(E2F)3B|CG4275	Z|CG7803|EG:BACH59J11.3|e(bx)|Dmel\CG7803|en-bx	Far Western	physical	Kal AJ (2000)	10809665	7227	7227	Low Throughput	-	-	-	-	-	BioGRID
197424	41942	41942	66996	66996	Dmel_CG18740	Dmel_CG18740	mor	mor	Dmel\CG18740|dmMOIRA|MOR/BAP155|CG18740|Moira|Swi3D|l(3)89B1|BAP155|MOR|E(E2F)3B|CG4275	Dmel\CG18740|dmMOIRA|MOR/BAP155|CG18740|Moira|Swi3D|l(3)89B1|BAP155|MOR|E(E2F)3B|CG4275	Far Western	physical	Kal AJ (2000)	10809665	7227	7227	Low Throughput	-	-	-	-	-	BioGRID
197429	35560	31230	61460	57766	Dmel_CG3274	Dmel_CG7803	Bap170	z	BAP170|CG3274|BcDNA:GH12174|Dmel\CG3274	Z|CG7803|EG:BACH59J11.3|e(bx)|Dmel\CG7803|en-bx	Far Western	physical	Kal AJ (2000)	10809665	7227	7227	Low Throughput	-	-	-	-	-	BioGRID
197430	32268	41942	58653	66996	Dmel_CG4303	Dmel_CG18740	Bap60	mor	Dmel\CG4303|BAPp60|i133|CG4303|i127|BAP60	Dmel\CG18740|dmMOIRA|MOR/BAP155|CG18740|Moira|Swi3D|l(3)89B1|BAP155|MOR|E(E2F)3B|CG4275	Far Western	physical	Kal AJ (2000)	10809665	7227	7227	Low Throughput	-	-	-	-	-	BioGRID
197432	31846	41942	58301	66996	Dmel_CG7055	Dmel_CG18740	dalao	mor	clone 1.83|Dmel\CG7055|anon-EST:Liang-1.83|BAF57|CG7055|BAP111	Dmel\CG18740|dmMOIRA|MOR/BAP155|CG18740|Moira|Swi3D|l(3)89B1|BAP155|MOR|E(E2F)3B|CG4275	Far Western	physical	Kal AJ (2000)	10809665	7227	7227	Low Throughput	-	-	-	-	-	BioGRID
197434	39744	41942	65055	66996	Dmel_CG5942	Dmel_CG18740	brm	mor	E(E2F)3A|CG5942|dBRM|dSNF2|Dmel\CG5942|l(3)72Aa|BRM|CG18438	Dmel\CG18740|dmMOIRA|MOR/BAP155|CG18740|Moira|Swi3D|l(3)89B1|BAP155|MOR|E(E2F)3B|CG4275	Far Western	physical	Kal AJ (2000)	10809665	7227	7227	Low Throughput	-	-	-	-	-	BioGRID
197458	41670	33465	66750	59688	Dmel_CG10851	Dmel_CG2848	B52	Trn-SR	l(3)s2249|CG10851|RRM8|SR55|dSRp55|B52/dSRp55|E(Dfd)|E726|B52/SRp55|MabB52|Dmel\CG10851|RSp55|SRp55|Rbp8	anon-EST:Posey294|Dmel\CG2848|dTRN-SR|CG2848	Far Western	physical	Allemand E (2002)	12134081	7227	7227	Low Throughput	-	-	-	-	-	BioGRID
197461	41294	33465	66438	59688	Dmel_CG17136	Dmel_CG2848	Rbp1	Trn-SR	RBP1|CG17136|Rbp11|RRM11|Dmel\CG17136|Rbp-1|RRM1	anon-EST:Posey294|Dmel\CG2848|dTRN-SR|CG2848	Far Western	physical	Allemand E (2002)	12134081	7227	7227	Low Throughput	-	-	-	-	-	BioGRID
197463	53444	33465	72731	59688	Dmel_CG5442	Dmel_CG2848	SC35	Trn-SR	Sc35|cg5442|CG5542|dSC35|Dmel\CG5442	anon-EST:Posey294|Dmel\CG2848|dTRN-SR|CG2848	Far Western	physical	Allemand E (2002)	12134081	7227	7227	Low Throughput	-	-	-	-	-	BioGRID
197465	53443	33465	72730	59688	Dmel_CG6987	Dmel_CG2848	SF2	Trn-SR	cg6987|154911_at|dSF2/ASF|ASF|dmSF2/p28|Dmel\CG6987|ASF/SF2|dASF	anon-EST:Posey294|Dmel\CG2848|dTRN-SR|CG2848	Far Western	physical	Allemand E (2002)	12134081	7227	7227	Low Throughput	-	-	-	-	-	BioGRID
205672	851450	851415	31954	31921	YDL108W	YDL140C	KIN28	RPO21	-	SUA8|RPB220|RPB1	Far Western	physical	Feaver WJ (1994)	8001136	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
205673	851450	854322	31954	34547	YDL108W	YOR151C	KIN28	RPB2	-	SIT2|SOH2|RPO22|RPB150	Far Western	physical	Feaver WJ (1994)	8001136	559292	559292	Low Throughput	-	-	-	-	-	BioGRID
243653	324	1499	106821	107880	-	OK/SW-cl.35	APC	CTNNB1	GS|PPP1R46|BTPS2|DP2.5|DP3|DP2	CTNNB	Far Western	physical	Su LK (1993)	8259519	9606	9606	Low Throughput	-	-	-	A 27-residue fragment of APC containing a 15-amino acid repeat was sufficient for the interaction with the catenins;associates preferentially with beta catenin	-	BioGRID
244026	641	4292	107110	110438	-	-	BLM	MLH1	RECQL3|RECQL2|RECQ2|BS	FCC2|HNPCC|hMLH1|COCA2|HNPCC2	Far Western	physical	Langland G (2001)	11325959	9606	9606	Low Throughput	-	-	-	C terminus of BLM interacts directly with MLH1	-	BioGRID
244041	7156	641	113009	107110	-	-	TOP3A	BLM	TOP3	RECQL3|RECQL2|RECQ2|BS	Far Western	physical	Freire R (2001)	11470874	9606	9606	Low Throughput	-	-	-	Caspase-3 main cleavage site is located at the junction between the N-terminal and central helicase domains of BLM. Proteolytic cleavage by caspase-3 produces a 120 kDa fragment, which contains the intact helicase domain and three smaller fragments, the r	-	BioGRID
244049	613	2071	107083	108383	-	-	BCR	ERCC3	CML|BCR1|D22S662|PHL|ALL|D22S11	RAD25|GTF2H|BTF2|TFIIH|XPB	Far Western	physical	Takeda N (1999)	9874796	9606	9606	Low Throughput	-	-	-	CDC24 homology domain of BCR, which is missing in the P185 BCR-ABL oncogene of Philadelphia chromosome (Ph1)-positive acute lymphocytic leukemia but is retained in P210 BCR-ABL of chronic myelogeneous leukemia, was found to bind to the XPB. The binding ap	-	BioGRID
244132	641	10036	107110	115349	-	-	BLM	CHAF1A	RECQL3|RECQL2|RECQ2|BS	CAF-1|CAF1B|CAF1P150|CAF1|P150	Far Western	physical	Jiao R (2004)	15143166	9606	9606	Low Throughput	-	-	-	C-terminal 647 amino acids of BLM as a bait;first interacting region resides at the N terminus of BLM and comprises amino acids 131 to 333, and the second region is located in the middle of the helicase domain and comprises amino acids 782 to 952 of BLM;O	-	BioGRID
244373	1647	5111	108014	111142	RP5-975D15.1	-	GADD45A	PCNA	GADD45|DDIT1	-	Far Western	physical	Chen IT (1995)	7478510	9606	9606	Low Throughput	-	-	-	Gadd45 bacterial expression vector was modified to allow synthesis of purified 32P-labeled Gadd45 fusion protein;Gadd45 competes with p21 for binding to PCNA and conversely, p21 blocks the ability of Gadd45 to bind PCNA	-	BioGRID
244613	367	2308	106862	108597	RP11-383C12.1	-	AR	FOXO1	SBMA|NR3C4|SMAX1|KD|AIS|HUMARA|HYSP1|TFM|DHTR	FKHR|FOXO1A|FKH1	Far Western	physical	Li P (2003)	12482965	9606	9606	Low Throughput	-	-	-	Mapping analysis localized the interacting domains to the carboxyl terminus between amino acids 350 and 655 of FKHR and to the amino-terminal A/B region and the ligand binding domain of the receptor	-	BioGRID
244717	9564	1399	114934	107789	hCG_1980470	-	BCAR1	CRKL	P130Cas|CAS|CAS1|CASS1|CRKAS	-	Far Western	physical	Salgia R (1996)	8810278	9606	9606	Low Throughput	-	-	-	p130(CAS) was found to be tyrosine phosphorylated and associated with CRKL in BCR/ABL expressing cell lines and in samples obtained from CML and ALL patients, but not in samples from controls;through the CRKL-SH2domain;phosphorylated substrate domain	-	BioGRID
244762	25414	25513	247449	247545	-	-	Bcar1	Pik3r1	Crkas|P130CAS|Cas	PI3KA	Far Western	physical	Riggins RB (2003)	12692262	10116	10116	Low Throughput	-	-	-	pool of Cas associated with p85 PI3K in cells expressing v-Crk was heavily tyrosine phosphorylated;both SH2 domains of p85 PI3K;sequences found in the Cas carboxyl terminus may be important for binding to p85 PI3K	-	BioGRID
244793	5892	7516	111829	113350	-	-	RAD51D	XRCC2	BROVCA4|RAD51L3|Trad|R51H3	-	Far Western	physical	Braybrooke JP (2003)	12975363	9606	9606	Low Throughput	-	-	-	RAD51L3-XRCC2 complex stimulates BLM to disrupt synthetic 4-way junctions that model the Holliday junction	-	BioGRID
244804	672	334	107140	106831	-	-	BRCA1	APLP2	PPP1R53|RNF53|IRIS|BRCC1|PSCP|PNCA4|BRCAI|BROVCA1	APLP-2|CDEBP|APPL2|APPH	Far Western	physical	Yarden RI (2001)	11746496	9606	9606	Low Throughput	-	-	-	Recombinant histidine-tagged BRCT as the primary protein probe	-	BioGRID
244805	672	5178	107140	111204	-	hCG_1685807	BRCA1	PEG3	PPP1R53|RNF53|IRIS|BRCC1|PSCP|PNCA4|BRCAI|BROVCA1	ZNF904|PW1|ZSCAN24	Far Western	physical	Yarden RI (2001)	11746496	9606	9606	Low Throughput	-	-	-	Recombinant histidine-tagged BRCT as the primary protein probe	-	BioGRID
244807	672	5931	107140	111866	-	RP11-716A19.5	BRCA1	RBBP7	PPP1R53|RNF53|IRIS|BRCC1|PSCP|PNCA4|BRCAI|BROVCA1	RbAp46	Far Western	physical	Yarden RI (2001)	11746496	9606	9606	Low Throughput	-	-	-	Recombinant histidine-tagged BRCT as the primary protein probe	-	BioGRID
244808	672	6160	107140	112079	-	-	BRCA1	RPL31	PPP1R53|RNF53|IRIS|BRCC1|PSCP|PNCA4|BRCAI|BROVCA1	L31	Far Western	physical	Yarden RI (2001)	11746496	9606	9606	Low Throughput	-	-	-	Recombinant histidine-tagged BRCT as the primary protein probe	-	BioGRID
244810	672	7482	107140	113319	-	-	BRCA1	WNT2B	PPP1R53|RNF53|IRIS|BRCC1|PSCP|PNCA4|BRCAI|BROVCA1	WNT13|XWNT2	Far Western	physical	Yarden RI (2001)	11746496	9606	9606	Low Throughput	-	-	-	Recombinant histidine-tagged BRCT as the primary protein probe;chimeric clone identical to mitochondrial rRNA 16S gene (GenBank accession no. V00710.1) and wingless-type MMTV-13 (GenBank accession no Z71621)	-	BioGRID
244822	4193	1487	110358	107869	-	-	MDM2	CTBP1	hdm2|HDMX	BARS	Far Western	physical	Mirnezami AH (2003)	12867035	9606	9606	Low Throughput	-	-	-	Repress p53 activity through the recruitment of a known transcriptional corepressor, hCtBP2. This interaction, and consequent repression of p53-dependent transcription, is relieved under hypoxia or hypoxia-mimicking conditions that are known to increase l	-	BioGRID
244835	641	5888	107110	111825	-	-	BLM	RAD51	RECQL3|RECQL2|RECQ2|BS	HRAD51|RECA|BRCC5|HsT16930|HsRad51|RAD51A	Far Western	physical	Wu L (2001)	11278509	9606	9606	Low Throughput	-	-	-	Residues in the N- (first 212 amino acids of BLM) and C-terminal (amino acids 1317-1417 of BLM) domains of BLM can independently mediate this interaction;the number of BLM foci and the extent to which BLM and RAD51 foci co-localize increase in response to	-	BioGRID
244997	613	1399	107083	107789	-	-	BCR	CRKL	CML|BCR1|D22S662|PHL|ALL|D22S11	-	Far Western	physical	Kolibaba KS (1999)	10194128	9606	9606	Low Throughput	-	-	-	The amino terminal CRKL SH3 domain binds directly to a proline-rich region in the C-terminus of BCR-ABL	-	BioGRID
245158	613	2885	107083	109142	-	-	BCR	GRB2	CML|BCR1|D22S662|PHL|ALL|D22S11	EGFRBP-GRB2|MSTP084|Grb3-3|NCKAP2|ASH|MST084	Far Western	physical	Million RP (2004)	15143164	9606	9606	Low Throughput	-	-	-	Via tyrosine 314 encoded by TEL exon 5. A Tel-Abl point mutant (Y314F) and a splice variant without TEL exon 5 sequences (Deltae5) lacked Grb2 interaction and exhibited decreased binding and phosphorylation of the scaffolding protein Gab2	-	BioGRID
245160	2120	2885	108421	109142	-	-	ETV6	GRB2	TEL/ABL|TEL	EGFRBP-GRB2|MSTP084|Grb3-3|NCKAP2|ASH|MST084	Far Western	physical	Million RP (2004)	15143164	9606	9606	Low Throughput	-	-	-	Via tyrosine 314 encoded by TEL exon 5. A Tel-Abl point mutant (Y314F) and a splice variant without TEL exon 5 sequences (Deltae5) lacked Grb2 interaction and exhibited decreased binding and phosphorylation of the scaffolding protein Gab2	-	BioGRID
245382	5892	641	111829	107110	-	-	RAD51D	BLM	BROVCA4|RAD51L3|Trad|R51H3	RECQL3|RECQL2|RECQ2|BS	Far Western	physical	Braybrooke JP (2003)	12975363	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
245707	641	4292	107110	110438	-	-	BLM	MLH1	RECQL3|RECQL2|RECQ2|BS	FCC2|HNPCC|hMLH1|COCA2|HNPCC2	Far Western	physical	Freire R (2001)	11470874	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
245806	12043	5829	198318	111787	-	hCG_1778014	Bcl2	PXN	AW986256|D830018M01Rik|D630044D05Rik|Bcl-2|C430015F12Rik	-	Far Western	physical	Sorenson CM (1999)	10417825	10090	9606	Low Throughput	-	-	-	-	-	BioGRID
245807	14083	5829	199587	111787	-	hCG_1778014	Ptk2	PXN	FAK|Fadk|mKIAA4203|FRNK	-	Far Western	physical	Sorenson CM (1999)	10417825	10090	9606	Low Throughput	-	-	-	-	-	BioGRID
245958	641	7156	107110	113009	-	-	BLM	TOP3A	RECQL3|RECQL2|RECQ2|BS	TOP3	Far Western	physical	Brosh RM (2000)	10825162	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
245961	641	7156	107110	113009	-	-	BLM	TOP3A	RECQL3|RECQL2|RECQ2|BS	TOP3	Far Western	physical	Wu L (2000)	10734115	9606	9606	Low Throughput	-	-	-	-	-	BioGRID
248540	2543627	2541910	280041	278400	SPAC458.07	SPAC23C4.15	tfa1	rpb5	-	-	Far Western	physical	Hayashi K (2005)	15743411	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248802	2539083	2540292	275655	276823	SPCC1020.04c	SPBC28F2.12	rpb6	rpb1	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248803	2540292	2539083	276823	275655	SPBC28F2.12	SPCC1020.04c	rpb1	rpb6	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248804	2539083	2541446	275655	277951	SPCC1020.04c	SPAC23G3.01	rpb6	rpb2	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248805	2542097	2540292	278573	276823	SPACUNK4.06c	SPBC28F2.12	rpb7	rpb1	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248806	2542097	2541446	278573	277951	SPACUNK4.06c	SPAC23G3.01	rpb7	rpb2	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248807	2539794	2540292	276344	276823	SPBC14C8.12	SPBC28F2.12	rpb8	rpb1	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248808	2540292	2539794	276823	276344	SPBC28F2.12	SPBC14C8.12	rpb1	rpb8	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248809	2539794	2541446	276344	277951	SPBC14C8.12	SPAC23G3.01	rpb8	rpb2	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248810	2542233	2540292	278705	276823	SPAC1B3.12c	SPBC28F2.12	rpb10	rpb1	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248811	2542233	2541446	278705	277951	SPAC1B3.12c	SPAC23G3.01	rpb10	rpb2	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248812	2543112	2540292	279544	276823	SPAC3A12.07	SPBC28F2.12	rpb11	rpb1	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248813	2543112	2541446	279544	277951	SPAC3A12.07	SPAC23G3.01	rpb11	rpb2	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248814	2541446	2543112	277951	279544	SPAC23G3.01	SPAC3A12.07	rpb2	rpb11	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248815	2543112	2538816	279544	275397	SPAC3A12.07	SPCC1442.10c	rpb11	rpb3	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248816	2538816	2543112	275397	279544	SPCC1442.10c	SPAC3A12.07	rpb3	rpb11	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248817	2540793	2540292	277312	276823	SPBC19C2.03	SPBC28F2.12	rpc10	rpb1	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248818	2540793	2541446	277312	277951	SPBC19C2.03	SPAC23G3.01	rpc10	rpb2	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248819	2541446	2540793	277951	277312	SPAC23G3.01	SPBC19C2.03	rpb2	rpc10	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248820	2540292	2538816	276823	275397	SPBC28F2.12	SPCC1442.10c	rpb1	rpb3	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248821	2540292	2541910	276823	278400	SPBC28F2.12	SPAC23C4.15	rpb1	rpb5	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248822	2540292	2541446	276823	277951	SPBC28F2.12	SPAC23G3.01	rpb1	rpb2	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248823	2541446	2540292	277951	276823	SPAC23G3.01	SPBC28F2.12	rpb2	rpb1	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248824	2538816	2542233	275397	278705	SPCC1442.10c	SPAC1B3.12c	rpb3	rpb10	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248825	2541910	2539083	278400	275655	SPAC23C4.15	SPCC1020.04c	rpb5	rpb6	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248826	2539083	2542097	275655	278573	SPCC1020.04c	SPACUNK4.06c	rpb6	rpb7	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248827	2539083	2539794	275655	276344	SPCC1020.04c	SPBC14C8.12	rpb6	rpb8	-	-	Far Western	physical	Ishiguro A (1998)	9642054	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
248874	2541089	2543412	277604	279834	SPBC646.09c	SPAC637.07	int6	moe1	-	-	Far Western	physical	Yen HC (2000)	11121040	4896	4896	Low Throughput	-	-	-	-	-	BioGRID
